96,39.6800982,-75.7513011,0,0,17091466
97,39.6799888,-75.7513081,0,0,23502095
98,39.6801109,-75.7515068,0,0,15469304
99,39.6801389,-75.7514385,0,0,20295158
100,39.6801542,-75.7513952,0,0,19638936
101,39.6801622,-75.7513622,0,0,10667467
102,39.680148,-75.7514012,0,0,19276906
103,39.6801505,-75.7513933,0,0,18544719
104,39.6801529,-75.7513794,0,0,23136776
105,39.6801577,-75.7513452,0,0,15269583
106,39.680162,-75.7513242,0,0,22650655
107,39.6801694,-75.7513021,0,0,20299092
108,39.6801746,-75.7512785,0,0,19015460
109,39.6801739,-75.751258,0,0,18370632
110,39.6801802,-75.7512596,0,0,19352113
111,39.6801782,-75.7512595,0,0,18462730
113,39.6801801,-75.7512323,0,0,17048989
114,39.6801696,-75.751254,0,0,24197941
115,39.6801732,-75.7512415,0,0,17587945
116,39.680171,-75.7512519,0,0,21942238
1,39.680141,-75.751114,0,0,29529473
2,39.6801368,-75.7511051,0,0,23601529
3,39.6801208,-75.7510947,0,0,19150059
4,39.6801163,-75.7510868,0,0,21374827
5,39.6801054,-75.751074,0,0,19655834
6,39.68011,-75.7510649,0,0,21713956
7,39.6801244,-75.7510485,0,0,18893603
8,39.680117,-75.7510565,0,0,2147483647
9,39.6801068,-75.7510582,0,0,16735159
10,39.6801035,-75.751069,0,0,16239313
11,39.6800992,-75.7510947,0,0,20262056
12,39.680091,-75.7510969,0,0,24544978
13,39.6800877,-75.7510904,0,0,19800066
14,39.6800831,-75.7510888,0,0,17112674
15,39.6800761,-75.7510681,0,0,17679361
16,39.6800712,-75.7510554,0,0,19866987
17,39.6800811,-75.7510534,0,0,23866517
18,39.6800793,-75.7510414,0,0,20202987
19,39.680095,-75.7510426,0,0,14152606
20,39.6800799,-75.7510143,0,0,20008849
21,39.6800738,-75.7510162,0,0,20263169
22,39.680059,-75.7509952,0,0,18723268
23,39.6800522,-75.7509875,0,0,21488741
24,39.680041,-75.7509981,0,0,17250951
25,39.6800382,-75.751023,0,0,18744349
26,39.680032,-75.7510444,0,0,18623926
27,39.6800297,-75.7510419,0,0,17597867
28,39.6800229,-75.7510387,0,0,20331420
29,39.6800206,-75.7510542,0,0,14726691
30,39.6800224,-75.7510749,0,0,13637977
31,39.6800195,-75.7510672,0,0,19574845
32,39.6800223,-75.7510589,0,0,15721159
33,39.68003,-75.7510475,0,0,19435323
34,39.6800376,-75.7510381,0,0,25577404
35,39.6800538,-75.7510288,0,0,14976863
36,39.6800679,-75.7510219,0,0,17224617
37,39.6800769,-75.7510209,0,0,23067073
38,39.6800929,-75.7510117,0,0,23787294
39,39.6801018,-75.7509947,0,0,19867298
40,39.6801144,-75.7509881,0,0,14693334
41,39.6801371,-75.7509864,0,0,23826412
42,39.680163,-75.7509957,0,0,14811286
43,39.6801924,-75.7510123,0,0,21062647
44,39.680214,-75.751027,0,0,18889351
45,39.6802275,-75.7510269,0,0,19136076
46,39.6802405,-75.7510282,0,0,17010744
47,39.680251,-75.7510291,0,0,18911996
48,39.680247,-75.7510348,0,0,16535905
49,39.6802223,-75.7510383,0,0,29259586
50,39.6801898,-75.7510296,58,0,10599106
51,39.680173,-75.7510204,56,98,13425800
52,39.6802067,-75.7510331,0,100,21147758
53,39.6802271,-75.7510355,0,100,20244280
54,39.6802245,-75.7510361,0,100,17093397
55,39.6802381,-75.7510493,69,0,20252771
56,39.6802355,-75.751065,69,0,2147483647
57,39.6802374,-75.7510905,0,0,2147483647
58,39.6802619,-75.751117,70,0,27961428
59,39.6802944,-75.7511403,70,0,22361204
60,39.6803059,-75.7511426,0,0,17301364
61,39.6803173,-75.7511449,0,0,26571947
62,39.6803288,-75.7511473,0,0,24769758
63,39.6803364,-75.7511488,0,0,20404901
64,39.6803364,-75.7511488,0,0,16629510
65,39.6803364,-75.7511488,0,0,20822585
66,39.6803364,-75.7511488,0,0,17508035
67,39.6803364,-75.7511488,0,0,15321307
68,39.6802014,-75.7512436,0,0,13773081
69,39.680179,-75.7511984,0,0,11136365
70,39.6801699,-75.7511387,0,0,18247869
71,39.6801757,-75.7511253,0,0,21464433
72,39.6801729,-75.7511328,0,0,2147483647
73,39.6801728,-75.7511455,0,0,2147483647
74,39.6801743,-75.7511466,0,0,15153308
75,39.680177,-75.751149,0,0,15245961
76,39.6801708,-75.7511663,0,0,20013188
77,39.680164,-75.7511817,0,0,21902858
78,39.6801535,-75.7511767,0,0,17973483
79,39.6801394,-75.7511647,0,0,18471501
80,39.6801258,-75.7511476,0,0,18056612
81,39.6801218,-75.7511154,0,0,17205009
82,39.680118,-75.7510873,0,0,16609708
83,39.6801201,-75.7510613,0,0,12264242
84,39.6801016,-75.7510379,0,0,15527764
85,39.6800651,-75.7510113,0,0,14896660
86,39.6800466,-75.7509835,0,0,17711328
87,39.6800323,-75.7509395,0,0,19856219
88,39.679998,-75.7509441,0,0,18059277
89,39.6799672,-75.7509424,0,0,2147483647
90,39.6799458,-75.7509416,0,0,18646963
91,39.6799268,-75.7509444,0,0,15200341
92,39.6799085,-75.7509473,0,0,17283667
94,39.6798719,-75.7509532,0,0,18718146
95,39.6797512,-75.7509182,0,0,15151351
97,39.6797447,-75.7509027,0,0,2147483647
122,39.6796397,-75.7508248,0,0,16782155
123,39.6796869,-75.7507594,0,0,15859742
124,39.6796939,-75.7508236,0,0,13720364
125,39.6797347,-75.7508399,0,0,14135172
126,39.6797609,-75.7508485,0,0,15902194
127,39.679779,-75.7508429,0,0,17374226
128,39.679797,-75.7508373,0,0,14855786
counter,lat,long,HR,SP02,Impedance
129,39.6798015,-75.7508259,0,0,13669714
130,39.679787,-75.7507995,0,0,12855871
131,39.6798378,-75.7507994,0,0,14657961
132,39.679903,-75.7508005,0,0,15108859
133,39.6799115,-75.7508296,0,0,16865944
134,39.679934,-75.7508369,0,0,24640159
135,39.6799452,-75.7508326,0,0,18441962
136,39.6799539,-75.7508518,0,0,25097849
137,39.6799671,-75.7508643,0,0,11696706
138,39.6799808,-75.7508877,0,0,15864711
139,39.6800097,-75.7509153,0,0,19084560
140,39.6800156,-75.7509347,0,0,16521637
141,39.6800262,-75.7509529,0,0,17320279
142,39.6800239,-75.7509604,0,0,16036542
143,39.6800289,-75.7509484,0,0,16538461
144,39.6800356,-75.7509438,0,0,18736769
145,39.6800399,-75.7509604,0,0,2147483647
146,39.6800487,-75.7509745,0,0,13954333
147,39.6800489,-75.750985,0,0,18626093
148,39.6800515,-75.7509951,0,0,16281254
149,39.6800566,-75.7510044,0,0,20736744
150,39.680061,-75.7510356,0,0,13516454
151,39.6800595,-75.7510606,0,0,16677800
152,39.6800598,-75.7510658,0,0,16549844
153,39.6800606,-75.7510706,0,0,15727945
154,39.6800685,-75.7510769,0,0,16671756
155,39.6800742,-75.7510951,0,0,20466700
156,39.6800852,-75.7511028,0,0,21285563
157,39.6800962,-75.7510863,0,0,14442814
158,39.6800995,-75.7510863,0,0,13771829
