1,39.6803664,-75.7513368,0,0,2147483647
2,39.6803646,-75.7513186,0,0,12452598
3,39.6803639,-75.7513125,0,0,19698098
4,39.6803639,-75.7513125,0,0,18108137
5,39.6803639,-75.7513125,0,0,28278911
6,39.6800761,-75.7512891,0,0,18614753
7,39.6801012,-75.7512799,0,0,18760216
8,39.6800926,-75.7512343,0,0,27019889
9,39.6800785,-75.7512057,0,0,236330
10,39.6800255,-75.7511208,0,0,18106010
11,39.6799123,-75.7510077,0,0,22511423
12,39.6799817,-75.7510542,0,0,21075901
13,39.6800262,-75.7510654,0,0,21887420
14,39.6800459,-75.7510599,0,0,17232610
15,39.6800568,-75.7510517,0,0,21115910
16,39.6800616,-75.7510594,0,0,14364232
17,39.6800636,-75.7510822,0,0,26210506
18,39.6800745,-75.7511048,0,0,18943905
19,39.6800875,-75.7511157,0,0,17581971
20,39.680095,-75.7511047,0,0,28014039
21,39.6801005,-75.7510956,0,0,19387989
22,39.680106,-75.7510866,0,0,2147483647
23,39.6801116,-75.7510776,0,0,2147483647
24,39.6801116,-75.7510776,0,0,18085642
25,39.6801439,-75.7515844,0,0,10890106
27,39.6800672,-75.7515361,0,0,27083008
28,39.6800395,-75.7515636,0,0,20708901
29,39.6800213,-75.7516088,0,0,22458414
30,39.6800018,-75.7516419,0,0,18972999
31,39.6799801,-75.7516739,0,0,21429950
32,39.6799595,-75.7517028,0,0,19127820
33,39.6799471,-75.7517443,0,0,15562838
34,39.6799303,-75.7517823,0,0,14865985
36,39.6798965,-75.7518601,0,0,12675247
38,39.6798718,-75.7519453,0,0,17927882
39,39.6798543,-75.7519935,0,0,21375629
62,39.6798378,-75.7520373,0,0,19381858
41,39.6798163,-75.7520807,0,0,30217003
42,39.6797949,-75.7521233,0,0,19990637
45,39.6797305,-75.7522313,0,0,16783180
47,39.6796868,-75.7523007,0,0,13755266
48,39.6796636,-75.7523318,0,0,21029407
49,39.6796477,-75.7523692,0,0,21975191
52,39.6796015,-75.7524772,81,0,22778641
53,39.6795957,-75.7525007,0,0,16610606
54,39.6795996,-75.7524948,0,0,22892413
55,39.6795963,-75.7524917,81,0,15834358
56,39.6795929,-75.7524887,83,0,9285802
57,39.6795934,-75.7524831,83,0,12915031
58,39.6795983,-75.7524772,83,0,13030026
62,39.6796792,-75.7523459,0,0,15121754
63,39.6796991,-75.7523111,0,0,24705145
64,39.6797172,-75.7522811,0,0,15812508
65,39.6797355,-75.7522464,0,0,19957214
66,39.679749,-75.7522126,0,0,20151616
67,39.6797682,-75.7521796,0,0,14872510
68,39.6797884,-75.752146,0,0,24669320
69,39.6798098,-75.7521133,109,0,13883396
71,39.6798498,-75.7520456,82,0,12699186
72,39.6798664,-75.7520053,83,0,14949952
73,39.6798793,-75.7519666,0,0,13979456
74,39.6798961,-75.751929,0,98,16620474
75,39.6799154,-75.7518869,0,98,16659760
76,39.6799382,-75.751848,0,0,16555335
77,39.6799571,-75.7518144,0,0,14173343
78,39.6799784,-75.7517751,86,0,14348649
79,39.6799959,-75.7517356,0,0,20902871
80,39.6800248,-75.7517005,90,0,2147483647
81,39.6800586,-75.7516648,0,0,16340522
82,39.6800806,-75.7516344,94,0,17499995
83,39.6800937,-75.7515978,0,99,20564101
84,39.6801221,-75.7515677,0,99,18359823
85,39.6801395,-75.7515395,0,0,22109344
86,39.6801511,-75.7515254,90,0,15870607
87,39.6801407,-75.7514698,90,0,17437550
88,39.6801279,-75.7514192,0,0,20521504
89,39.6801152,-75.7513686,0,0,14279017
90,39.6801024,-75.751318,0,0,21531929
91,39.6800982,-75.7513011,0,0,22008593
92,39.6800982,-75.7513011,0,0,18220380
93,39.6800982,-75.7513011,0,0,18886643
94,39.6800982,-75.7513011,0,0,16494890
95,39.6800982,-75.7513011,0,0,16219279
